,AA,AXP,BA,BAC,CAT,CSCO,CVX,DD,DIS,GE,HD,HPQ,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,PFE,PG,T,TRV,UNH,UTX,VZ,WMT,XOM
2012-01-25,0.0458248472505,-0.00784392598552,0.0102139406487,0.0813609467456,0.0460019743337,0.0147835269271,0.00835545070284,0.0230031948882,0.0137913088733,0.00548245614035,0.0084706959707,0.0486776542737,0.0588668555241,0.0594594594595,-0.000960768614892,0.0292032889141,0.0122549019608,-0.0229461175989,0.0165188874043,-0.00487144790257,0.0469674556213,-0.011544011544,-0.0159305993691,-0.003861003861,-0.0124352331606,-0.0440037771483,0.00066889632107,-0.0339305103149,0.024377593361,0.00889423076923
2012-01-26,0.0170340681363,-0.0189620758483,-0.00329082682024,0.0491329479769,0.0525547445255,0.00208550573514,-0.00314280102141,0.0311300639659,-0.00231719876416,-0.00435729847495,-0.00995700384702,0.0312619138391,0.0579677199363,0.0436573311367,0.00769600769601,0.0151472650771,0.00828983727356,-0.0205486489263,0.0207129094412,-0.0120578778135,0.0490159673227,-0.00919651500484,-0.0193853427896,-0.0318515925796,-0.0264196260079,-0.0375778816199,0.00295897780767,-0.0426282921531,0.00599109893872,-0.0029847182426
2012-01-27,0.025075225677,-0.003861003861,-0.0128943758573,0.0312944523471,0.0533852898198,-0.0181253236665,-0.0274120652388,0.0262148337596,-0.00154958677686,-0.00653594771242,0.00807940904894,-0.00883002207506,0.0102851545494,0.0132052821128,0.00448430493274,-0.00415858053784,-0.00973236009732,-0.0299621638204,0.0211123175293,-0.0174403005098,-0.0161630358398,-0.019305019305,-0.0290926246265,-0.0443126308444,-0.0574403762177,-0.0239719352953,0.0121835657236,-0.0451086956522,-0.00493113416086,-0.0190023752969
2012-01-30,0.00696517412935,-0.00658165364048,-0.0179722870078,-0.0249653259362,0.0380261248186,-0.0135275754422,-0.033660451423,0.032870864461,-0.00672529746508,-0.00220264317181,-0.00251831501832,-0.0277878022375,0.0132843719624,0.00118577075099,0.0109359922805,-0.0173267326733,-0.0157147174373,-0.0223642172524,0.0202776101388,0.00298426478568,-0.00421348314607,-0.00584225900682,-0.0275596859478,-0.0346760070053,-0.0362045298559,-0.0260345832524,0.0097244732577,-0.0204081632653,0.00647249190939,-0.0225706818722
2012-01-31,-0.0109235352532,0.0183846312745,-0.015672257355,-0.0220689655172,0.0266266460108,-0.00832899531494,-0.0337531981893,0.0298443828608,-0.00905328504915,-0.00664451827243,-0.0127970749543,-0.0188679245283,0.0035279025016,-0.0176609105181,0.0139916371824,-0.00962596259626,-0.00518608907871,0.00305552628806,0.00913900913901,-0.0132899376187,0.00640569395018,-0.0117130307467,-0.0226061682545,-0.0226468506723,0.0051721062957,0.00893034332209,0.00734116390817,-0.00364247688428,-0.00050701368937,-0.0394517282479
2012-02-01,-0.0233690360273,0.00912223798905,-0.0060117502391,0.00136798905609,0.0134956587391,-0.00156087408949,-0.0458178982258,0.0191546949823,-0.00564681724846,-0.0185387131952,-0.0174801362089,0.015716374269,0.00465514473755,-0.0129513343799,0.00721269434204,0.0,-0.00847457627119,-0.00838750262109,0.0101565300514,-0.00108784335056,0.0113034263511,-0.00875912408759,-0.0272479564033,-0.0204369274137,0.00209863588667,0.0327933623074,0.0330213903743,0.00280977802754,0.0116455696203,-0.0372885394329
2012-02-02,0.00886699507389,0.0236012207528,-0.00110056403907,0.0206611570248,-0.00878409616274,-0.00156087408949,-0.0271921182266,0.00909842845327,-0.0110967741935,-0.0164113785558,-0.0109714285714,0.0181146025878,0.00284701332187,-0.00986582478295,-0.00159108989658,0.00165791655153,-0.00274056029233,-0.00566453372496,-0.00176970268995,-0.00895036615134,0.0155752212389,-0.0141670737665,-0.0228222436516,0.0115690527838,0.0116299559471,0.043495852721,0.0336596486523,0.00595575723199,0.0158244002042,-0.0373607951144
2012-02-03,0.0352250489237,0.0481436148511,0.0240411339633,0.0758620689655,0.0238601683159,0.0268987341772,0.014849984847,0.0255451713396,0.0191412312468,0.0,0.00664071444928,0.0426874536006,0.0166980877996,0.00829383886256,0.00127551020408,0.0286748329621,0.00952088452088,0.0133881509593,0.00307183364839,-0.00382304751502,0.0342857142857,-0.00246062992126,-0.0238095238095,0.0270171595473,0.0356379187455,0.00579073482428,0.0441353484018,0.0167899829254,0.0217019822283,-0.0105326876513
2012-02-06,0.0434782608696,0.0548654244306,0.0176026823135,0.126600284495,0.03048098434,0.0321729957806,0.0315832233167,0.0159123785906,0.0377604166667,0.00772626931567,0.00963966031673,0.0315515961396,0.00165209976551,0.00710619818397,-0.00779510022272,0.0305065771061,0.0085968682837,0.00811722538478,0.00248432509168,-0.0124425209629,0.0200987306065,-0.0190989226249,0.00477838194101,0.0214078374456,0.021007655332,0.00438858966687,0.0381219903692,0.0140765765766,0.00947706887798,0.00303840544482
2012-02-07,0.0532128514056,0.0397565922921,0.0138268156425,0.101551480959,0.0429123832877,0.0278215223097,0.0360525511763,0.0142827571931,0.0535108326808,0.0250836120401,0.0240740740741,0.0343934911243,0.00388835623735,0.0163803435877,-0.00983346550357,0.0152735351291,0.015026065624,0.0188025210084,0.0135843660629,0.00962067069819,0.0279349363508,-0.00641975308642,0.010408062118,0.0217233888487,0.0246628814762,0.00472069236821,0.024645554525,0.0070303712036,0.00541088941495,0.0311453033875
2012-02-08,0.0458624127617,0.0200883889112,0.00714776632302,0.103825136612,0.0318465406462,0.0317873892652,0.0386187167961,0.00163432073544,0.0493030459473,0.025,0.0157116451017,0.0244692335372,0.00559224541968,0.0194831013917,-0.00684277530236,0.0184573002755,0.00702075702076,0.0167054345528,0.00709723207949,-0.00544514021236,0.0258470136221,-0.0137457044674,0.00692041522491,0.0143884892086,0.00977312390925,-0.0210405508799,0.0190242008541,0.00336228635472,-0.00900900900901,0.0216557356763
2012-02-09,0.021484375,0.022460743391,0.0148739842997,0.0971659919028,0.0226679104478,0.00990099009901,0.0258254000405,0.0127049180328,0.0673277661795,0.020022246941,0.0182574532008,0.0214233841685,0.0123198885854,0.0223196492627,-0.0106772908367,0.00827586206897,0.00213740458015,0.0139255195696,0.00673679234133,-0.00738916256158,0.0271871732311,0.00148662041625,0.0113486842105,0.00679056468906,0.00853509841491,0.00988755331524,0.0469641930462,0.00958556526642,0.000335008375209,0.021768876726
2012-02-10,-0.0434782608696,-0.008369015181,-0.0124847333424,0.0282051282051,-0.0192394544305,-0.00924499229584,-0.00209038423253,-0.0166059133252,0.0360406091371,-0.00767543859649,0.00363967242948,-0.0128159487362,-0.00243708609272,-0.00156678417548,-0.015923566879,-0.0173207036536,-0.0021296014603,-0.0054093415167,-0.00671378091873,-0.0120614035088,0.00863259668508,-0.00740009866798,0.0177534428406,-0.00355492356914,-0.0123881624226,0.0391105816955,0.0302292814141,-0.00391827595858,-0.00200702458605,-0.00783066193564
2012-02-13,-0.0378787878788,0.00490677134446,-0.00233388248215,0.0353535353535,-0.000633197648123,-0.00817577925396,-0.00275644811971,-0.0148494711147,0.0328732747804,0.00109529025192,0.0161400318254,-0.000359841669665,0.00287310454908,-0.00078400627205,-0.00785634118967,0.00407387289517,0.00608828006088,0.00156854543553,0.00531036110456,-0.00766913174473,0.0124438299343,0.0164752870694,0.0113151853067,0.00248667850799,-0.00557977332171,0.0498510427011,0.0534724906584,-0.000277623542477,-0.00150880134116,-0.0101781170483
2012-02-14,-0.0428979980934,-0.00331642606321,0.0106075216972,0.0153649167734,0.00569723277265,-0.00663942798774,-0.0032438808611,-0.03,0.0151139742319,-0.0125067971724,0.0133363471971,0.00464783696818,-0.00196317716347,0.00511006289308,-0.0099311228576,0.00136761487965,0.00513595166163,-0.0135065470667,0.00117564072419,-0.0108902804247,0.0030959752322,0.0134194831014,0.0122629169392,0.000708717221829,-0.00969696969697,0.0465935787001,0.0543126858916,0.00307176766266,0.00857719475277,-0.0140794223827
2012-02-15,-0.0533841754051,-0.00236313509256,-0.0034120376689,-0.0420792079208,-0.0132659507265,-0.0252525252525,-0.00895140664962,-0.0346726493983,-0.000492004920049,-0.0249322493225,0.0120564149227,-0.0115911485774,-0.00360150415762,-0.0101404056162,-0.00897292100625,-0.0235325939951,0.00121248863292,-0.0143510815308,-0.00422832980973,-0.0104024089789,-0.013619339462,0.00447984071677,0.014236622484,-0.00496453900709,-0.00933287245074,0.0476748729973,0.0162560325121,-0.00251326445127,0.00218855218855,-0.0140503875969
2012-02-16,-0.0334608030593,0.0106920684292,-0.00827792102049,-0.0110701107011,0.010033749886,0.00980392156863,0.00908283147399,-0.0214488061514,0.000244498777506,-0.00599781897492,0.0145256468452,0.0266619267686,-0.000582041377851,-0.00116959064327,0.00048324742268,0.00355677154583,0.0131017672151,-0.00728332119446,0.00258276590749,-0.000275709953129,0.0237529691211,0.00890648193963,0.0180517157261,0.0010649627263,-0.00759930915371,0.0326358226147,-0.000991325898389,0.00335101926836,0.00133958472873,0.00620891161432
2012-02-17,-0.0138339920949,0.0202158979392,0.00535935138106,-0.00623441396509,0.0197089703444,0.0196993260757,0.0208478802993,0.0146210873147,0.00734933855953,0.0209944751381,0.0303717135086,0.0310133429499,0.0052047373732,0.0251078854453,0.00598705501618,0.022858716607,0.0164634146341,0.00522957849597,0.0116210126882,0.0172031076582,0.0314960629921,0.00695825049702,0.0161395500489,0.00570816981805,0.00801393728223,0.0256018341613,0.00907621534253,0.020511379601,0.00921736215854,0.021704279196
2012-02-21,0.00688976377953,0.0150390625,0.01169671116,-0.0170731707317,0.0114047791455,0.0164863472437,0.0268509378085,0.0196159405327,-0.00534499514091,0.0180525164114,0.0214765100671,0.0208783297336,0.0039789909279,0.0172616712436,0.00549450549451,0.00432783337842,0.00544629349471,0.0084568803508,0.00187815471299,0.000552028705493,0.0348241720724,-0.00343811394892,0.00291876114805,0.0099220411056,0.00473435034193,0.0274309496784,-0.00513698630137,0.00944182171619,-0.0278710543989,0.0254621128657
2012-02-22,0.0159362549801,0.0160501076532,0.00667938931298,-0.00378310214376,0.0118694362018,0.0025706940874,0.017258382643,0.0326109825373,-0.00781059311691,0.0236784140969,0.0109301806826,-0.00498220640569,0.00855927698033,-0.00195541650372,0.00598608639379,0.0038240917782,0.00510970844605,0.0111831103679,0.00410991075622,0.000275254610515,0.033950617284,0.00147130946542,-0.000646099176223,0.0070821529745,-0.00367197062423,0.0132809577254,-0.00245308475408,0.00445434298441,-0.0581957645489,0.0266080800684
2012-02-23,0.0352467270896,0.0223055665219,0.00862777321282,0.0297157622739,0.0326504481434,0.0160621761658,0.0319602977667,0.0399323896049,0.00541471818853,0.0383546414675,0.0269723533378,-0.0710732054016,0.0278530803168,0.00275807722616,0.0069523039612,0.0293628808864,0.0112019376325,0.0222620806077,0.0101439018636,0.012724757953,0.0438384535727,-0.00396432111001,0.0290416263311,0.01960085531,-0.00558269364969,0.00578142484148,0.0107473131717,0.00811870100784,-0.0520745842432,0.0345208845209
2012-02-24,0.0138476755687,0.00865551067513,0.0105363984674,-0.0261194029851,0.0178813329721,-0.00255493101686,0.0240680950983,0.00909842845327,-0.00537765827426,0.0208447613823,0.0228187919463,-0.108725761773,0.0245658619229,-0.00507416081187,0.00161004669135,0.00736095965104,0.00210526315789,0.0105858924641,0.00620608899297,0.00165471594043,0.00596619158104,-0.00686611083865,0.0231629392971,0.0106382978723,-0.0140967629655,0.0156162855549,0.00905482510543,0.00250487058169,-0.0523411371237,0.0226255293406
2012-02-27,0.0170340681363,0.0250096190843,-0.00191361399672,0.00250941028858,0.0147218208092,-0.00610066090493,0.0278483486418,-0.00548000811853,-0.00267509727626,-0.0021645021645,0.00461944566652,-0.112976565233,0.0212394991282,-0.017604286261,0.000482547852662,0.0153473344103,-0.00329934013197,0.00364166059723,0.00586097761107,-0.0106382978723,0.00298705609028,0.00296150049358,0.0274346221723,0.0117062788223,-0.0209125475285,0.0191877794337,-0.00172498767866,-0.00853524229075,-0.0642643639987,0.0188292094146
2012-02-28,-0.0039100684262,0.0171252645757,-0.00734494015234,0.00124069478908,0.00662251655629,-0.00760263558033,0.0110555662373,-0.00405022276225,0.00879335613092,-0.00429876410532,0.00678931230837,-0.107898448519,0.0237264848869,0.00308522946394,0.0110896817743,0.0193913277673,0.000300932891965,-0.000103530386168,0.00199179847686,0.00662068965517,0.013856812933,0.0,0.0462409054163,0.00631578947368,-0.0146596858639,0.00939053581293,-0.00590115564298,-0.00880330123796,-0.0189982728843,0.00656559627552
2012-02-29,-0.0196078431373,0.00192641109613,-0.0146242383209,0.00379746835443,-0.0138629698747,-0.0117948717949,0.0150266602036,-0.00855745721271,0.0172201722017,-0.00860677783755,0.0216240070609,-0.125178826896,0.0147593695641,0.00548589341693,0.010131875201,0.0307482993197,0.00867224880383,-0.00682170542636,-0.00187112618407,-0.00137589433132,0.0149253731343,-0.0107737512243,0.0494585421044,0.0101969057665,-0.016497016497,0.0103378253646,-0.000983646870773,-0.00249445676275,0.00832152974504,-0.00487456901676
2012-03-01,-0.0175097276265,0.0171847847075,-0.010183299389,0.0138017565872,-0.024178549287,-0.0173380928098,0.0129845147639,-0.00203169443316,0.0220318237454,-0.0101713062099,0.0109433136354,-0.0665646518745,-0.000413714640327,0.00785854616896,0.00465639049454,0.0487082884822,0.0062874251497,-0.00846320569718,-0.00467071461934,-0.0185741600656,0.0294312169312,0.0218905472637,0.00360614612731,0.00559245019224,-0.00929824561404,0.0220656406453,0.00803659742829,0.00777561788392,0.00478468899522,-0.00225626410165
2012-03-02,-0.0175609756098,-0.00629290617849,-0.0153012863913,0.0332056194125,-0.030254635791,-0.0189549180328,0.00477691793255,0.00901639344262,0.0253133448022,-0.0139709833423,0.00918635170604,-0.0493395493395,0.00532244729227,0.00823852491173,0.00482237582382,0.0614343707713,0.00240096038415,-0.00114084214893,-0.00768067031305,-0.00715859030837,0.0191103789127,0.0108641975309,-0.000468384074941,0.0175438596491,-0.0100617828773,0.00640673622552,0.00676090964966,0.0138811771238,0.00370566437268,-0.0115948887837
2012-03-05,-0.0443349753695,-0.0223348348348,-0.0142426732402,-0.00750938673342,-0.047886070316,-0.0281329923274,-0.00275691605666,-0.00612244897959,0.0253596683736,-0.0113882863341,0.0098532953799,-0.0469242902208,0.0158828702985,-0.0128554733152,0.0072347266881,0.0342084327765,0.0060186578393,0.00279908770475,-0.0115371168861,0.00771987868762,0.0145598941099,0.0113188976378,0.00374765771393,0.0206872370266,-0.0017652250662,-0.0095046609395,-0.00407306837818,0.0227714523743,0.016149068323,-0.00248785688899
2012-03-06,-0.0863591756624,-0.0374574347333,-0.0346670320636,-0.0483271375465,-0.0849039829303,-0.0357507660878,-0.006846058762,-0.0264335095567,0.00145278450363,-0.0383162439288,-0.0117467913857,-0.0770750988142,-0.00361327620916,-0.0230680507497,-0.0127165792402,0.00290620871863,-0.00120336943442,0.00103541105819,-0.0321562207671,-0.0246642915867,-0.00976244712008,0.0019714144899,-0.00819038788441,0.00627615062761,-0.0242649663479,-0.0218898212331,-0.0248577788771,0.0141548709409,0.000704225352113,-0.0145872865275
2012-03-07,-0.061,-0.0117285137474,-0.0191012779992,0.0063051702396,-0.0519059205191,-0.0238713025428,0.00315186246418,-0.0121249486231,-0.0055622732769,-0.0151926207271,0.00237580993521,-0.0376124284546,0.00529842605579,0.00116913484022,-0.0119407737621,0.0182154171067,-0.0154165431367,0.00915808096576,-0.0243702401875,-0.0225957564067,0.00326797385621,0.0113861386139,-0.0154012012937,0.00939784197703,-0.0119557458958,-0.0215603873561,-0.0155076923077,0.0200055570992,0.0131694468832,-0.00764635603345
2012-03-08,-0.049504950495,-0.0115793470008,-0.0122085048011,-0.00742574257426,-0.0275004538029,-0.0103788271925,0.00246866691986,-0.00488599348534,-0.0088622754491,-0.00432666306111,0.0138558129465,-0.0241803278689,0.0115370686533,-0.000779727095517,0.000319642000959,0.00179625352836,-0.00476048795001,-0.0231081503071,-0.00891600187705,-0.0102978012803,-0.00867330549309,-0.000973709834469,0.00359318856429,0.0121654501217,-0.0154064104834,-0.00671262699565,-0.00748190849994,0.020666850372,0.0229276895944,-0.0229707212568
2012-03-09,-0.0427010923535,0.00383803492612,-0.0214521452145,-0.00988875154512,-0.0201280878317,0.00208877284595,-0.000285252448417,0.00101543460601,-0.00287631831256,0.00381471389646,0.0208062418726,-0.0453616673478,0.00909791827294,0.00583657587549,-0.000479923212286,0.00994390617032,0.00479041916168,-0.0267884954833,-0.00820921777882,-0.00859678313921,-0.00290979631426,0.00293111871031,0.0037488284911,0.01,0.000356633380884,-0.00109130592943,-0.0117216117216,0.0109529025192,0.024964838256,-0.0234618146995
2012-03-12,0.0,-0.00383950854291,-0.00722422895249,0.00252206809584,-0.0104702252968,0.0115789473684,0.00619637750238,0.00616016427105,-0.00832342449465,0.0148107515085,0.0316565481353,-0.0343400910219,0.00168058667753,0.0169692186267,0.00287310454908,0.00358974358974,0.013161830691,-0.0327716323788,0.00554114595614,-0.00902872777018,0.0075016307893,0.00194647201946,0.011356565028,0.0144280316043,-0.0079575596817,-0.000369071784462,0.00842731441319,0.00814553353245,0.0282920013971,-0.0167458432304
2012-03-13,0.0891514500537,0.0485455974843,0.0241305890703,0.100260416667,0.0695618381424,0.0381355932203,0.0214456677836,0.0530492898914,0.0478723404255,0.0634118967452,0.0592119744662,0.0218415417559,0.0330518572243,0.0330578512397,0.0151344388987,0.103530031612,0.0292168674699,-0.0311336367398,0.0447021867827,0.0339983141332,0.0351626684193,0.0349237579931,0.0158928014958,0.0294525294525,0.032310764204,0.0158522939202,0.0635383639822,0.0202517788725,0.0413441238564,0.0115537369118
2012-03-14,0.0766773162939,0.0741245136187,0.0232558139535,0.102756892231,0.036878623705,0.0409356725146,0.0112348852709,0.0484709798211,0.0413424124514,0.0545454545455,0.0437405731523,0.00424808836024,0.0351366713171,0.0206305955625,0.0120850789558,0.0907441016334,0.0283047274917,-0.0288749097659,0.0398703014291,0.035804905554,0.028990228013,0.0259422418013,0.0190833724386,0.0186206896552,0.0366624525917,0.02558356676,0.0513814226778,0.0152546989921,0.0272097053726,0.00216710811462
2012-03-15,0.059375,0.0712502400615,0.0170809609776,0.147132169576,0.02874475035,0.0120608285265,0.0,0.0486906710311,0.0345577573707,0.0592069527431,0.0288276745676,-0.00503989920202,0.0309942716858,0.0339445961764,0.00335516855728,0.105276639344,0.0227204783259,0.0110815130527,0.0379971590909,0.0289651293588,0.0262475696695,0.020955165692,0.0116749688667,0.0206043956044,0.0347122302158,0.00182648401826,0.0401631240732,0.00809935205184,0.0243103448276,0.0148617371178
2012-03-16,0.0746887966805,0.0630854521124,0.0259977515458,0.21847690387,0.0304388422035,0.0114643043252,0.00646756705345,0.0365185636032,0.0225961538462,0.0608034744843,0.0197452229299,0.0179794520548,0.0268439282804,0.0243713733075,0.0059218950064,0.0863418328705,0.0166865315852,0.00853515416622,0.0318079697292,0.0226573426573,0.019130998703,0.0214320506576,0.00482415188298,0.0129737111642,0.0274509803922,-0.00345957756737,0.0231035334816,0.0121885157096,0.0126929674099,0.0253738661437
2012-03-19,0.0742268041237,0.0853729042205,0.0244892247411,0.193710691824,0.0440245630609,0.0156087408949,0.00634770251066,0.04,0.0258992805755,0.0567567567568,0.00504413619168,0.012853470437,0.0234887386242,0.0279394644936,0.00175075600828,0.109862033725,0.0109241216416,0.0110089781958,0.0252081134951,0.00552181115406,0.0048559404338,0.0160271976688,-0.0073834794647,0.00677277345073,0.0262032085561,0.0201218386561,0.00749662037606,0.00834904389981,0.00101902173913,0.016789467327
2012-03-20,0.0118343195266,0.0489222118088,0.0112266112266,0.156213017751,-0.022436188573,0.0173469387755,-0.0189333583279,0.000396667988893,-0.0173050299954,0.0242744063325,0.00477971737323,-0.0238893545683,0.00230680507497,0.00952380952381,-0.00570975416336,0.0458343280019,0.00468247000293,0.00907441016334,0.00682317566786,-0.0135869565217,-0.0209523809524,-0.00950570342205,-0.0102760736196,0.00504880511612,0.0128362933005,-0.00991371397099,-0.0381588361555,0.00375536480687,-0.00658895083629,-0.0029744199881
2012-03-21,-0.000989119683482,0.0161202680674,-0.00287513691128,0.111363636364,-0.0291502429187,0.014811031665,-0.0251388758121,-0.000992063492063,-0.00467071461934,0.0141065830721,0.00660611065235,-0.0363790186125,-0.000149752907702,0.0114416475973,-0.00493551982168,0.0354171618731,0.0128843338214,-0.0058405012212,0.000461947107056,-0.0136091453457,-0.0262741373852,-0.00715648854962,-0.0096699923254,0.0125253893026,-0.00749128919861,-0.0324107793154,-0.0472057074911,0.00778105715052,-0.00860469039987,-0.000120134550697
2012-03-22,-0.0324483775811,0.0100394406597,-0.0200709994539,0.0391304347826,-0.0618706341286,0.0233160621762,-0.0425269937488,-0.0249707374171,-0.00397103480495,-0.0153846153846,0.00975508509755,-0.0561418319966,-0.00248040480206,0.00528301886792,-0.0093949044586,-0.00115874855156,0.0154925460392,-0.0227631994942,-0.0158512943323,-0.0122984421973,-0.0258920113672,-0.00859188544153,-0.00246191721803,0.00201884253028,-0.0187728141839,-0.0328167730173,-0.0553641439943,0.00294590251741,-0.00942602255513,-0.00888248709639
2012-03-23,-0.0405405405405,0.0124078403165,-0.0162991371045,0.00512295081967,-0.0506524102936,0.0252447192169,-0.035532035532,-0.0140927774516,0.0105782792666,-0.0209825997953,0.00999375390381,-0.0349032800673,-0.00257949303041,0.00528700906344,-0.00875099443119,0.013246572159,0.0190504103165,-0.0216862371734,-0.0122622049049,-0.00054704595186,-0.0181355392937,-0.00524558893658,0.00263280161066,-0.00202224469161,-0.0168285912561,-0.0347158779463,-0.0431107354184,-0.004013914905,-0.0015243902439,-0.0102809324567
2012-03-26,-0.0355086372361,0.0241477272727,-0.00286846059282,0.0421496311907,-0.0437969414533,0.0348360655738,-0.0257955187347,0.0,0.0217391304348,-0.00818414322251,0.0265579255542,-0.0186125211506,0.00993492623317,0.0162325405814,-0.00063552589768,0.0260128913444,0.0213200934579,-0.007717517708,-0.00697621225984,0.0203185063152,0.0122422680412,0.0124282982792,0.00371920037192,0.00437268752102,-0.00468994267848,-0.0182772348896,-0.0132959258356,-0.00801282051282,0.0076348829318,0.000475172249941
2012-03-27,-0.0360623781676,0.0230521801287,-0.00438596491228,-0.021494370522,-0.0243449173016,0.0165496489468,-0.0187255182956,0.0116970658208,0.0208969241606,-0.0015455950541,0.0134436401241,-0.0150279089738,0.0143593335668,0.0158490566038,0.0068591481895,0.0111846610363,0.0183512962424,-0.00317393144308,-0.00241212956582,0.0275482093664,0.0165369649805,0.0321497120921,-0.000774833410817,-0.00468854655057,-0.0114583333333,0.011867235305,-0.00185965782296,-0.024318546232,0.00816326530612,0.000238663484487
